16.891,69.031
17.625,69.031
18.359,68.297
19.094,67.562
19.828,67.562
20.562,66.828
21.297,66.828
22.031,66.094
22.766,65.359
23.5,65.359
24.234,64.625
24.969,63.891
25.703,63.156
26.438,63.156
27.172,62.422
27.906,61.688
28.641,60.953
29.375,60.219
30.109,59.484
30.844,58.75
31.578,58.016
32.312,57.281
33.047,56.547
33.781,55.812
33.781,55.078
34.516,54.344
35.25,53.609
35.984,52.875
35.984,52.141
36.719,51.406
37.453,50.672
37.453,49.938
38.188,49.203
38.922,48.469
38.922,47.734
39.656,47
40.391,46.266
40.391,45.531
41.125,44.797
41.125,44.062
41.859,43.328
41.859,42.594
42.594,41.859
42.594,41.125
43.328,40.391
43.328,39.656
44.062,38.922
44.062,38.188
44.062,37.453
44.797,36.719
44.797,35.984
45.531,35.25
45.531,34.516
45.531,33.781
46.266,33.047
46.266,32.312
47,31.578
47,30.844
47,30.109
47,29.375
47.734,28.641
47.734,27.906
47.734,27.172
48.469,26.438
48.469,25.703
48.469,24.969
48.469,24.234
49.203,23.5
49.203,22.766
49.203,22.031
49.203,21.297
49.938,20.562
49.938,19.828
49.938,19.094
49.938,18.359
49.938,17.625
50.672,16.891
50.672,16.156
50.672,15.422
50.672,14.688
50.672,13.953
50.672,13.219
50.672,12.484
50.672,11.75
51.406,11.016
51.406,10.281
51.406,9.5469
51.406,8.8125
51.406,8.0781
51.406,7.3438
51.406,6.6094
51.406,5.875
51.406,5.1406
51.406,4.4062
51.406,3.6719
51.406,2.9375
51.406,2.2031
51.406,1.4688
51.406,0.73438
51.406,0
51.406,-0.73438
51.406,-1.4688
51.406,-2.2031
51.406,-2.9375
51.406,-3.6719
51.406,-4.4062
51.406,-5.1406
51.406,-5.875
51.406,-6.6094
51.406,-7.3438
51.406,-8.0781
51.406,-8.8125
51.406,-9.5469
51.406,-10.281
50.672,-11.016
50.672,-11.75
50.672,-12.484
50.672,-13.219
50.672,-13.953
50.672,-14.688
50.672,-15.422
50.672,-16.156
49.938,-16.891
49.938,-17.625
49.938,-18.359
49.938,-19.094
49.938,-19.828
49.203,-20.562
49.203,-21.297
49.203,-22.031
49.203,-22.766
48.469,-23.5
48.469,-24.234
48.469,-24.969
48.469,-25.703
47.734,-26.438
47.734,-27.172
47.734,-27.906
47,-28.641
47,-29.375
47,-30.109
47,-30.844
46.266,-31.578
46.266,-32.312
45.531,-33.047
45.531,-33.781
45.531,-34.516
44.797,-35.25
44.797,-35.984
44.062,-36.719
44.062,-37.453
44.062,-38.188
43.328,-38.922
43.328,-39.656
42.594,-40.391
42.594,-41.125
41.859,-41.859
41.859,-42.594
41.125,-43.328
41.125,-44.062
40.391,-44.797
40.391,-45.531
39.656,-46.266
38.922,-47
38.922,-47.734
38.188,-48.469
37.453,-49.203
37.453,-49.938
36.719,-50.672
35.984,-51.406
35.984,-52.141
35.25,-52.875
34.516,-53.609
33.781,-54.344
33.781,-55.078
33.047,-55.812
32.312,-56.547
31.578,-57.281
30.844,-58.016
30.109,-58.75
29.375,-59.484
28.641,-60.219
27.906,-60.953
27.172,-61.688
26.438,-62.422
25.703,-62.422
24.969,-63.156
24.234,-63.891
23.5,-64.625
22.766,-64.625
22.031,-65.359
21.297,-66.094
20.562,-66.094
19.828,-66.828
19.094,-66.828
18.359,-67.562
17.625,-68.297
16.891,-68.297
16.156,-69.031
15.422,-69.031
14.688,-69.031
13.953,-69.766
13.219,-69.766
12.484,-69.766
11.75,-70.5
11.016,-70.5
10.281,-70.5
9.5469,-71.234
8.8125,-71.234
8.0781,-71.234
7.3438,-71.234
6.6094,-71.969
5.875,-71.969
5.1406,-71.969
4.4062,-71.969
3.6719,-71.969
2.9375,-71.969
2.2031,-71.969
1.4688,-71.969
0.73438,-71.969
0,-71.969
-0.73438,-71.969
-1.4688,-71.969
-2.2031,-71.969
-2.9375,-71.969
-3.6719,-71.969
-4.4062,-71.969
-5.1406,-71.969
-5.875,-71.969
-6.6094,-71.234
-7.3438,-71.234
-8.0781,-71.234
-8.8125,-71.234
-9.5469,-70.5
-10.281,-70.5
-11.016,-70.5
-11.75,-69.766
-12.484,-69.766
-13.219,-69.766
-13.953,-69.031
-14.688,-69.031
-15.422,-69.031
-16.156,-68.297
-16.891,-68.297
-17.625,-67.562
-18.359,-66.828
-19.094,-66.828
-19.828,-66.094
-20.562,-66.094
-21.297,-65.359
-22.031,-64.625
-22.766,-64.625
-23.5,-63.891
-24.234,-63.156
-24.969,-62.422
-25.703,-62.422
-26.438,-61.688
-27.172,-60.953
-27.906,-60.219
-28.641,-59.484
-29.375,-58.75
-30.109,-58.016
-30.844,-57.281
-31.578,-56.547
-32.312,-55.812
-33.047,-55.078
-33.047,-54.344
-33.781,-53.609
-34.516,-52.875
-35.25,-52.141
-35.25,-51.406
-35.984,-50.672
-36.719,-49.938
-36.719,-49.203
-37.453,-48.469
-38.188,-47.734
-38.188,-47
-38.922,-46.266
-39.656,-45.531
-39.656,-44.797
-40.391,-44.062
-40.391,-43.328
-41.125,-42.594
-41.125,-41.859
-41.859,-41.125
-41.859,-40.391
-42.594,-39.656
-42.594,-38.922
-43.328,-38.188
-43.328,-37.453
-43.328,-36.719
-44.062,-35.984
-44.062,-35.25
-44.797,-34.516
-44.797,-33.781
-44.797,-33.047
-45.531,-32.312
-45.531,-31.578
-46.266,-30.844
-46.266,-30.109
-46.266,-29.375
-46.266,-28.641
-47,-27.906
-47,-27.172
-47,-26.438
-47.734,-25.703
-47.734,-24.969
-47.734,-24.234
-47.734,-23.5
-48.469,-22.766
-48.469,-22.031
-48.469,-21.297
-48.469,-20.562
-49.203,-19.828
-49.203,-19.094
-49.203,-18.359
-49.203,-17.625
-49.203,-16.891
-49.938,-16.156
-49.938,-15.422
-49.938,-14.688
-49.938,-13.953
-49.938,-13.219
-49.938,-12.484
-49.938,-11.75
-49.938,-11.016
-50.672,-10.281
-50.672,-9.5469
-50.672,-8.8125
-50.672,-8.0781
-50.672,-7.3438
-50.672,-6.6094
-50.672,-5.875
-50.672,-5.1406
-50.672,-4.4062
-50.672,-3.6719
-50.672,-2.9375
-50.672,-2.2031
-50.672,-1.4688
-50.672,-0.73438
-50.672,0
