-50.672,0
-50.672,0.73438
-50.672,1.4688
-50.672,2.2031
-50.672,2.9375
-50.672,3.6719
-50.672,4.4062
-50.672,5.1406
-50.672,5.875
-50.672,6.6094
-50.672,7.3438
-50.672,8.0781
-50.672,8.8125
-50.672,9.5469
-50.672,10.281
-50.672,11.016
-49.938,11.75
-49.938,12.484
-49.938,13.219
-49.938,13.953
-49.938,14.688
-49.938,15.422
-49.938,16.156
-49.938,16.891
-49.203,17.625
-49.203,18.359
-49.203,19.094
-49.203,19.828
-49.203,20.562
-48.469,21.297
-48.469,22.031
-48.469,22.766
-48.469,23.5
-47.734,24.234
-47.734,24.969
-47.734,25.703
-47.734,26.438
-47,27.172
-47,27.906
-47,28.641
-46.266,29.375
-46.266,30.109
-46.266,30.844
-46.266,31.578
-45.531,32.312
-45.531,33.047
-44.797,33.781
-44.797,34.516
-44.797,35.25
-44.062,35.984
-44.062,36.719
-43.328,37.453
-43.328,38.188
-43.328,38.922
-42.594,39.656
-42.594,40.391
-41.859,41.125
-41.859,41.859
-41.125,42.594
-41.125,43.328
-40.391,44.062
-40.391,44.797
-39.656,45.531
-39.656,46.266
-38.922,47
-38.188,47.734
-38.188,48.469
-37.453,49.203
-36.719,49.938
-36.719,50.672
-35.984,51.406
-35.25,52.141
-35.25,52.875
-34.516,53.609
-33.781,54.344
-33.047,55.078
-33.047,55.812
-32.312,56.547
-31.578,57.281
-30.844,58.016
-30.109,58.75
-29.375,59.484
-28.641,60.219
-27.906,60.953
-27.172,61.688
-26.438,62.422
-25.703,63.156
-24.969,63.156
-24.234,63.891
-23.5,64.625
-22.766,65.359
-22.031,65.359
-21.297,66.094
-20.562,66.828
-19.828,66.828
-19.094,67.562
-18.359,67.562
-17.625,68.297
-16.891,69.031
-16.156,69.031
-15.422,69.766
-14.688,69.766
-13.953,69.766
-13.219,70.5
-12.484,70.5
-11.75,70.5
-11.016,71.234
-10.281,71.234
-9.5469,71.234
-8.8125,71.969
-8.0781,71.969
-7.3438,71.969
-6.6094,71.969
-5.875,72.703
-5.1406,72.703
-4.4062,72.703
-3.6719,72.703
-2.9375,72.703
-2.2031,72.703
-1.4688,72.703
-0.73438,72.703
0,72.703
0.73438,72.703
1.4688,72.703
2.2031,72.703
2.9375,72.703
3.6719,72.703
4.4062,72.703
5.1406,72.703
5.875,72.703
6.6094,72.703
7.3438,71.969
8.0781,71.969
8.8125,71.969
9.5469,71.969
10.281,71.234
11.016,71.234
11.75,71.234
12.484,70.5
13.219,70.5
13.953,70.5
14.688,69.766
15.422,69.766
16.156,69.766
